PostalCode,FSA,Place Name,FSA1
A0A0A0,A0A,Gander,A
A0A1A0,A0A,Aquaforte,A
A0A1B0,A0A,Avondale,A
A0A1C0,A0A,Bay Bulls,A
A0A1E0,A0A,Bay De Verde,A
A0A1G0,A0A,Bay Roberts,A
A0A1H0,A0A,Bell Island Front,A
A0A1J0,A0A,Shea Heights,A
A0A1K0,A0A,Brigus,A
A0A1L0,A0A,Broad Cove Bdv,A
A0A1M0,A0A,Burnt Point Bdv,A
A0A1N0,A0A,Calvert,A
A0A1P0,A0A,Cape Broyle,A
A0A1R0,A0A,Caplin Cove Bdv,A
A0A1S0,A0A,Cappahayden,A
A0A1T0,A0A,Carbonear,A
A0A1V0,A0A,Chapel Cove,A
A0A1W0,A0A,Clarkes Beach,A
A0A1X0,A0A,Coleys Point South,A
A0A1Y0,A0A,Colliers Riverhead,A
A0A1Z0,A0A,Conception Harbour,A
A0A2A0,A0A,Country Road,A
A0A2B0,A0A,Cupids,A
A0A2C0,A0A,Cupids Crossing,A
A0A2E0,A0A,Paradise,A
A0A2G0,A0A,Fermeuse,A
A0A2H0,A0A,Ferryland,A
A0A2J0,A0A,Foxtrap,A
A0A2K0,A0A,Goulds,A
A0A2L0,A0A,Grates Cove,A
A0A2M0,A0A,Harbour Grace,A
A0A2N0,A0A,Harbour Grace Southside,A
A0A2P0,A0A,Harbour Main,A
A0A2R0,A0A,Holyrood,A
A0A2S0,A0A,Jobs Cove,A
A0A2T0,A0A,Kelligrews,A
A0A2V0,A0A,Lance Cove,A
A0A2W0,A0A,Lower Island Cove,A
A0A2X0,A0A,Makinsons,A
A0A2Y0,A0A,Manuels,A
A0A2Z0,A0A,Marysvale,A
A0A3A0,A0A,Tors Cove,A
A0A3B0,A0A,Northern Bay,A
A0A3C0,A0A,North Valley,A
A0A3E0,A0A,Ochre Pit Cove,A
A0A3G0,A0A,Old Perlican,A
A0A3H0,A0A,Petty Harbour,A
A0A3J0,A0A,Port De Grave,A
A0A3K0,A0A,Portugal Cove Cb,A
A0A3L0,A0A,Pouch Cove,A
A0A3M0,A0A,Red Head Cove,A
A0A3N0,A0A,Renews,A
A0A3P0,A0A,Riverhead Harbour Grace,A
A0A3R0,A0A,St Shotts,A
A0A3S0,A0A,Salmon Cove Bdv,A
A0A3T0,A0A,Seal Cove Cb,A
A0A3V0,A0A,Shearstown,A
A0A3W0,A0A,South River,A
A0A3X0,A0A,Spaniards Bay,A
A0A3Y0,A0A,Topsail,A
A0A3Z0,A0A,Torbay,A
A0A4B0,A0A,Trepassey,A
A0A4C0,A0A,Upper Gullies,A
A0A4E0,A0A,Upper Island Cove,A
A0A4G0,A0A,Victoria Cb,A
A0A4H0,A0A,Bell Island,A
A0A4J0,A0A,Western Bay,A
A0A4K0,A0A,Witless Bay,A
A0A4L0,A0A,Woodfords,A
A0B1A0,A0B,Arnolds Cove,A
A0B1A1,A0B,Long Harbour,A
A0B1B0,A0B,Bellevue,A
A0B1C0,A0B,Blaketown,A
A0B1E0,A0B,Branch,A
A0B1G0,A0B,Brigus Junction,A
A0B1H0,A0B,Brownsdale,A
A0B1J0,A0B,Cavendish,A
A0B1K0,A0B,Chance Cove,A
A0B1L0,A0B,Chapel Arm,A
A0B1M0,A0B,Colinet,A
A0B1N0,A0B,Come By Chance,A
A0B1P0,A0B,Dildo,A
A0B1R0,A0B,Dildo South,A
A0B1S0,A0B,Dunville,A
A0B1T0,A0B,Fair Haven,A
A0B1V0,A0B,Fox Harbour Pb,A
A0B1W0,A0B,Freshwater Pb,A
A0B1X0,A0B,Greens Harbour,A
A0B1Y0,A0B,Hants Harbour,A
A0B1Z0,A0B,Hearts Content,A
A0B2A0,A0B,Hearts Delight,A
A0B2B0,A0B,Hearts Desire,A
A0B2C0,A0B,Hopeall,A
A0B2E0,A0B,Islington,A
A0B2G0,A0B,Jerseyside,A
A0B2H0,A0B,Little Harbour East Pb,A
A0B2K0,A0B,Monkstown,A
A0B2L0,A0B,Mount Arlington Heights,A
A0B2M0,A0B,Mount Carmel,A
A0B2N0,A0B,New Chelsea,A
A0B2P0,A0B,New Harbour Tb,A
A0B2R0,A0B,New Melbourne,A
A0B2S0,A0B,New Perlican,A
A0B2T0,A0B,Normans Cove,A
A0B2V0,A0B,North Harbour Smb,A
A0B2W0,A0B,Old Shop,A
A0B2X0,A0B,Petit Forte,A
A0B2Y0,A0B,Placentia,A
A0B2Z0,A0B,St Brides,A
A0B3B0,A0B,St Marys,A
A0B3C0,A0B,St Vincents,A
A0B3E0,A0B,Ship Harbour Pb,A
A0B3G0,A0B,South East Bight,A
A0B3H0,A0B,Southern Harbour Pb,A
A0B3J0,A0B,Sunnyside,A
A0B3K0,A0B,Whitbourne,A
A0B3L0,A0B,Whiteway,A
A0B3M0,A0B,Winterton,A
A0B3N0,A0B,Woody Island,A
A0B3P0,A0B,Turks Cove,A
A0B3R0,A0B,Bull Arm,A
A0C1A0,A0C,Bloomfield,A
A0C1A9,A0C,Port Blandford,A
A0C1B0,A0C,Bonavista,A
A0C1C0,A0C,Brooklyn,A
A0C1E0,A0C,Bunyans Cove,A
A0C1G0,A0C,Burgoynes Cove,A
A0C1H0,A0C,Cannings Cove,A
A0C1J0,A0C,Catalina,A
A0C1K0,A0C,Charleston,A
A0C1L0,A0C,Charlottetown,A
A0C1M0,A0C,Duntara,A
A0C1N0,A0C,Elliston,A
A0C1P0,A0C,Hickmans Harbour,A
A0C1R0,A0C,Keels,A
A0C1S0,A0C,Kings Cove,A
A0C1T0,A0C,Knights Cove,A
A0C1V0,A0C,Lethbridge,A
A0C1W0,A0C,Little Catalina,A
A0C1X0,A0C,Lower Lance Cove,A
A0C1Y0,A0C,Melrose,A
A0C1Z0,A0C,Musgravetown,A
A0C2A0,A0C,Newmans Cove,A
A0C2B0,A0C,Open Hall,A
A0C2C0,A0C,Plate Cove East,A
A0C2E0,A0C,Plate Cove West,A
A0C2G8,A0C,Eastport,A
A0C2H0,A0C,Port Rexton,A
A0C2J0,A0C,Port Union,A
A0C2K0,A0C,Princeton,A
A0C2L0,A0C,Shoal Harbour,A
A0C2M0,A0C,Southern Bay,A
A0C2N0,A0C,Summerville,A
A0C2P0,A0C,Sweet Bay,A
A0C2R0,A0C,Tickle Cove,A
A0C2S0,A0C,Trinity Tb,A
A0E1A0,A0E,Baine Harbour,A
A0E1A1,A0E,Little Bay Pb,A
A0E1B0,A0E,Bay L'Argent,A
A0E1C0,A0E,Boat Harbour West,A
A0E1E0,A0E,Burin,A
A0E1G0,A0E,Burin Bay Arm,A
A0E1H0,A0E,Burns Cove,A
A0E1J0,A0E,Clarenville,A
A0E1K0,A0E,Creston,A
A0E1L0,A0E,Creston North,A
A0E1M0,A0E,English Harbour East,A
A0E1N0,A0E,Epworth,A
A0E1P0,A0E,Fortune,A
A0E1R0,A0E,Frenchmans Cove Fb,A
A0E1S0,A0E,Garden Cove Pb,A
A0E1T0,A0E,Garnish,A
A0E1V0,A0E,Gooseberry Cove,A
A0E1W0,A0E,Grand Bank,A
A0E1X0,A0E,Grand Beach,A
A0E1Y0,A0E,Grand Le Pierre,A
A0E1Z0,A0E,Harbour Mille,A
A0E2A0,A0E,Hillview,A
A0E2B0,A0E,Hodges Cove,A
A0E2C0,A0E,Lamaline,A
A0E2E0,A0E,Lawn,A
A0E2G0,A0E,Lewins Cove,A
A0E2J0,A0E,Little Bay East,A
A0E2K0,A0E,Little Hearts Ease,A
A0E2L0,A0E,Little St Lawrence,A
A0E2M0,A0E,Marystown,A
A0E2N0,A0E,North Harbour Pb,A
A0E2P0,A0E,North West Brook,A
A0E2R0,A0E,Red Harbour Pb,A
A0E2S0,A0E,Rushoon,A
A0E2T0,A0E,St Bernards-Jacques Fontaine,A
A0E2V0,A0E,St Lawrence,A
A0E2W0,A0E,Swift Current,A
A0E2X0,A0E,Terrenceville,A
A0E2Y0,A0E,Winterland,A
A0G1A0,A0G,Aspen Cove,A
A0G1B0,A0G,Badgers Quay,A
A0G1C0,A0G,Benton,A
A0G1E0,A0G,Birchy Bay,A
A0G1G0,A0G,Boyds Cove,A
A0G1H0,A0G,Bridgeport,A
A0G1J0,A0G,Brookfield,A
A0G1K0,A0G,Burnside,A
A0G1L0,A0G,Campbellton,A
A0G1M0,A0G,Cape Freels North,A
A0G1N0,A0G,Carmanville,A
A0G1P0,A0G,Carters Cove,A
A0G1R0,A0G,Change Islands,A
A0G1S0,A0G,Cottlesville,A
A0G1T0,A0G,Gambo,A
A0G1V0,A0G,Deadmans Bay,A
A0G1W0,A0G,Deep Bay,A
A0G1X0,A0G,Dover,A
A0G1Y0,A0G,Durrell,A
A0G2A0,A0G,Embree,A
A0G2B0,A0G,Fogo,A
A0G2C0,A0G,Frederickton,A
A0G2E0,A0G,Gambo South,A
A0G2G0,A0G,Gander Bay,A
A0G2H0,A0G,Gander Bay South,A
A0G2J0,A0G,Baytona,A
A0G2K0,A0G,Glenwood,A
A0G2L0,A0G,Glovertown,A
A0G2M0,A0G,Glovertown South,A
A0G2N0,A0G,Greenspond,A
A0G2P0,A0G,Hare Bay Bb,A
A0G2R0,A0G,Herring Neck,A
A0G2S0,A0G,Hillgrade,A
A0G2T0,A0G,Horwood,A
A0G2V0,A0G,Indian Bay Bb,A
A0G2W0,A0G,Island Harbour,A
A0G2X0,A0G,Joe Batts Arm,A
A0G2Y0,A0G,Ladle Cove,A
A0G2Z0,A0G,Laurenceton,A
A0G3A0,A0G,Lewisporte,A
A0G3B0,A0G,Little Burnt Bay,A
A0G3C0,A0G,Loon Bay,A
A0G3E0,A0G,Lumsden,A
A0G3G0,A0G,Summerford,A
A0G3H0,A0G,Moretons Harbour,A
A0G3J0,A0G,Musgrave Harbour,A
A0G3K0,A0G,Comfort Cove-Newstead,A
A0G3L0,A0G,Newtown,A
A0G3M0,A0G,Norris Arm,A
A0G3N0,A0G,Norris Arm Northside,A
A0G3P0,A0G,Pools Island,A
A0G3R0,A0G,Port Albert,A
A0G3S0,A0G,Pound Cove,A
A0G3T0,A0G,Rodgers Cove,A
A0G3V0,A0G,St Brendans,A
A0G3W0,A0G,St Chads,A
A0G3X0,A0G,Salvage,A
A0G3Y0,A0G,Sandringham,A
A0G3Z0,A0G,Seldom Come By,A
A0G4A0,A0G,Shalloway Cove,A
A0G4B0,A0G,Stag Harbour,A
A0G4C0,A0G,Stoneville,A
A0G4G0,A0G,Templeman,A
A0G4H0,A0G,Tilting,A
A0G4J0,A0G,Tizzards Harbour,A
A0G4K0,A0G,Traytown,A
A0G4L0,A0G,Trinity Bb,A
A0G4M0,A0G,Twillingate,A
A0G4N0,A0G,Victoria Cove,A
A0G4P0,A0G,Wareham-Centreville,A
A0G4R0,A0G,Wesleyville,A
A0G4S0,A0G,Valley Pond,A
A0G4T0,A0G,Wings Point,A
A0H1A0,A0H,Badger,A
A0H1B0,A0H,Belleoram,A
A0H1C0,A0H,Bishops Falls,A
A0H1E0,A0H,Botwood,A
A0H1G0,A0H,Buchans,A
A0H1H0,A0H,Buchans Junction,A
A0H1J0,A0H,Conne River,A
A0H1K0,A0H,Coombs Cove,A
A0H1L0,A0H,Cottrells Cove,A
A0H1M0,A0H,English Harbour West,A
A0H1N0,A0H,Gaultois,A
A0H1P0,A0H,Harbour Breton,A
A0H1R0,A0H,Head Bay D'Espoir,A
A0H1S0,A0H,Hermitage,A
A0H1T0,A0H,Leading Tickles,A
A0H1V0,A0H,Millertown,A
A0H1W0,A0H,Milltown,A
A0H1X0,A0H,Pass Island,A
A0H1Y0,A0H,Peterview,A
A0H1Z0,A0H,Point Leamington,A
A0H2A0,A0H,Point Of Bay,A
A0H2B0,A0H,Pools Cove,A
A0H2C0,A0H,Rencontre East,A
A0H2E0,A0H,St Albans,A
A0H2G0,A0H,Seal Cove Fb,A
A0H2H0,A0H,Windsor,A
A0H2J0,A0H,Mc Callum,A
A0J1A0,A0J,Beaumont,A
A0J1B0,A0J,Brighton,A
A0J1C0,A0J,Cards Harbour,A
A0J1E0,A0J,Harrys Harbour,A
A0J1G0,A0J,Jacksons Cove,A
A0J1H0,A0J,Kings Point,A
A0J1J0,A0J,Little Bay Ndb,A
A0J1K0,A0J,Little Bay Islands,A
A0J1L0,A0J,Miles Cove,A
A0J1M0,A0J,Pilleys Island,A
A0J1N0,A0J,Port Anson,A
A0J1P0,A0J,Rattling Brook,A
A0J1R0,A0J,Roberts Arm,A
A0J1S0,A0J,South Brook Gb,A
A0J1T0,A0J,Springdale,A
A0J1V0,A0J,Triton,A
A0K1A0,A0K,Anchor Point,A
A0K1B0,A0K,Baie Verte,A
A0K1C0,A0K,Bartletts Harbour,A
A0K1E0,A0K,Batteau,A
A0K1G0,A0K,Battle Harbour,A
A0K1H0,A0K,Bellburns,A
A0K1J0,A0K,Bide Arm,A
A0K1K0,A0K,Birchy Head,A
A0K1L0,A0K,Bird Cove,A
A0K1M0,A0K,Black Duck Cove,A
A0K1N0,A0K,Black Tickle,A
A0K1P0,A0K,Bonne Bay,A
A0K1R0,A0K,Brents Cove,A
A0K1S0,A0K,Burlington,A
A0K1T0,A0K,Lodge Bay,A
A0K1V0,A0K,Cartwright,A
A0K1W0,A0K,Castors River,A
A0K1X0,A0K,Coachmans Cove,A
A0K1Y0,A0K,Conche,A
A0K1Z0,A0K,Cooks Harbour,A
A0K2A0,A0K,Cow Head,A
A0K2B0,A0K,Croque,A
A0K2C0,A0K,Daniels Harbour,A
A0K2E0,A0K,Deer Lake,A
A0K2E4,A0K,Roddickton,A
A0K2G0,A0K,Eddies Cove,A
A0K2H0,A0K,Eddies Cove West,A
A0K2J0,A0K,Englee,A
A0K2K0,A0K,Fischot Islands,A
A0K2L0,A0K,Fishing Ships Harbour,A
A0K2M0,A0K,Fleur De Lys,A
A0K2N0,A0K,Flowers Cove,A
A0K2P0,A0K,Forteau,A
A0K2R0,A0K,Frenchmans Island,A
A0K2S0,A0K,Georges Cove,A
A0K2T0,A0K,Great Brehat,A
A0K2V0,A0K,Green Island Brook,A
A0K2W0,A0K,Green Island Cove,A
A0K2X0,A0K,St Lunaire-Griquet,A
A0K2Y0,A0K,Hampden,A
A0K2Z0,A0K,Harbour Deep,A
A0K3A0,A0K,Harbour Round,A
A0K3B0,A0K,Hawkes Bay,A
A0K3C0,A0K,Henley Harbour,A
A0K3E0,A0K,Howley,A
A0K3G0,A0K,Indian Tickle,A
A0K3H0,A0K,Jacksons Arm,A
A0K3J0,A0K,L'Anse Amour,A
A0K3K0,A0K,L'Anse Au Clair,A
A0K3L0,A0K,L'Anse Au Loup,A
A0K3M0,A0K,La Scie,A
A0K3N0,A0K,Main Brook,A
A0K3P0,A0K,Marys Harbour,A
A0K3R0,A0K,Middle Arm Gb,A
A0K3S0,A0K,Mings Bight,A
A0K3T0,A0K,Nippers Harbour,A
A0K3V0,A0K,Norris Point,A
A0K3W0,A0K,Packs Harbour,A
A0K3X0,A0K,Pacquet,A
A0K3Y0,A0K,Paradise River,A
A0K3Z0,A0K,Parsons Pond,A
A0K4A0,A0K,Plum Point,A
A0K4B0,A0K,Pollards Point,A
A0K4C0,A0K,Port Aux Choix,A
A0K4E0,A0K,Port Hope Simpson,A
A0K4G0,A0K,Portland Creek,A
A0K4H0,A0K,Port Saunders,A
A0K4J0,A0K,Raleigh,A
A0K4K0,A0K,Red Bay,A
A0K4L0,A0K,Reefs Harbour,A
A0K4M0,A0K,River Of Ponds,A
A0K4N0,A0K,Rocky Harbour,A
A0K4R0,A0K,Round Harbour Gb,A
A0K4S0,A0K,St Anthony,A
A0K4T0,A0K,St Anthony East,A
A0K4V0,A0K,St Juliens,A
A0K4W0,A0K,St Lewis,A
A0K4X0,A0K,St. Lunaired,A
A0K4Y0,A0K,St Pauls,A
A0K4Z0,A0K,Sallys Cove,A
A0K5A0,A0K,Salmon Rock,A
A0K5B0,A0K,Sandy Hook,A
A0K5C0,A0K,Sandy Cove,A
A0K5E0,A0K,Seal Cove Wb,A
A0K5G0,A0K,Shoe Cove,A
A0K5H0,A0K,Snooks Arm,A
A0K5J0,A0K,Snug Harbour,A
A0K5K0,A0K,Sops Arm,A
A0K5L0,A0K,Spotted Islands,A
A0K5M0,A0K,Square Islands,A
A0K5N0,A0K,Triangle,A
A0K5P0,A0K,Trout River,A
A0K5R0,A0K,Westport,A
A0K5S0,A0K,West St Modeste,A
A0K5T0,A0K,Wild Cove Wb,A
A0K5V0,A0K,Williams Harbour,A
A0K5W0,A0K,Williamsport,A
A0K5X0,A0K,Woodstock,A
A0K5Y0,A0K,Charlottetown Lab,A
A0K5Z0,A0K,Ship Harbour Lab,A
A0L0L0,A0L,Massey Drive,A
A0L1A0,A0L,Benoits Cove,A
A0L1B0,A0L,Black Duck Siding,A
A0L1B1,A0L,Black Duck Siding.,A
A0L1C0,A0L,Coxs Cove,A
A0L1E0,A0L,Frenchmans Cove Boi,A
A0L1G0,A0L,Gallants,A
A0L1H0,A0L,Lark Harbour,A
A0L1J0,A0L,Mount Moriah,A
A0L1K0,A0L,Pasadena,A
A0L1L0,A0L,York Harbour,A
A0L2A0,A0L,Corner Brook,A
A0L4L0,A0L,Humbermouth,A
A0M1A0,A0M,Burgeo,A
A0M1B0,A0M,Burnt Islands Blp,A
A0M1C0,A0M,Channel-Port-Aux-Basques,A
A0M1E0,A0M,Francois,A
A0M1G0,A0M,Grand Bruit,A
A0M1H0,A0M,Grey River,A
A0M1J0,A0M,Isle-Aux-Morts,A
A0M1J6,A0M,St Georges,A
A0M1K0,A0M,La Poile,A
A0M1M0,A0M,Petites,A
A0M1N0,A0M,Ramea,A
A0M1P0,A0M,Rose Blanche,A
A0N1A0,A0N,Aguathuna,A
A0N1B0,A0N,Barachois Brook,A
A0N1C0,A0N,Cape Ray,A
A0N1E0,A0N,Cape St George,A
A0N1G0,A0N,Cartyville,A
A0N1H0,A0N,Codroy,A
A0N1J0,A0N,Doyles,A
A0N1K0,A0N,Grand Bay East,A
A0N1L0,A0N,Great Codroy,A
A0N1M0,A0N,Heatherton,A
A0N1N0,A0N,Highlands,A
A0N1P0,A0N,Jeffreys,A
A0N1R0,A0N,Lourdes,A
A0N1S0,A0N,Noels Pond,A
A0N1T0,A0N,Port Au Port,A
A0N1V0,A0N,Robinsons,A
A0N1W0,A0N,St Andrews,A
A0N1X0,A0N,St Davids,A
A0N1Y0,A0N,St Fintans,A
A0N2A0,A0N,Searston,A
A0N2B0,A0N,South Branch,A
A0N2C0,A0N,Stephenville Crossing,A
A0N2E0,A0N,West Bay Centre,A
A0P1A0,A0P,Davis Inlet,A
A0P1B0,A0P,Emily Harbour,A
A0P1C0,A0P,Happy Valley Goose Bay Stn C,A
A0P1E0,A0P,Goose,A
A0P1G0,A0P,Hopedale,A
A0P1H0,A0P,Indian Harbour,A
A0P1J0,A0P,Makkovik,A
A0P1K0,A0P,Mud Lake,A
A0P1L0,A0P,Nain,A
A0P1M0,A0P,North West River,A
A0P1N0,A0P,Postville,A
A0P1P0,A0P,Rigolet,A
A0P1R0,A0P,Smokey,A
A0P1S0,A0P,Happy Valley Goose Bay Stn A,A
A0P1T0,A0P,Cape Harrison,A
A0R1A0,A0R,Churchill Falls,A
A0R1B0,A0R,Wabush,A
A1A0A1,A1A,St. John's,A
A1A0E8,A1A,St. John&#39;S,A
A1B1W2,A1B,St John's,A
A1B4T5,A1B,St. John,A
A1C5D5,A1C,Portugal Cove-St Philips,A
A1C5W5,A1C,St.John&#39;S,A
A1E6G7,A1E,Saint John's,A
A1G1A3,A1G,Kilbride,A
A1H0A3,A1H,Mount Pearl,A
A1K0A3,A1K,Flatrock,A
A1K1E7,A1K,Bauline,A
A1K2A1,A1K,Middle Cove,A
A1K3A1,A1K,Logy Bay,A
A1K4A1,A1K,Outer Cove,A
A1M0A8,A1M,Portugal Cove,A
A1N0A9,A1N,Mt Pearl,A
A1W0A1,A1W,Conception Bay South,A
A1W3K5,A1W,Mount Pearl Park,A
A2A0A1,A2A,Grand Falls-Windsor,A
A2A1B9,A2A,Grand Falls,A
A2A1R2,A2A,Grand Falls Windsor,A
A2H7G1,A2H,Curling,A
A2N0A1,A2N,Stephenville,A
A2N1A1,A2N,Kippens,A
A2V0A1,A2V,Labrador City,A
A8A0A3,A8A,Reidville,A
A8A1H8,A8A,Cormack,A
A8A2K5,A8A,Bonne Bay Pond,A
A8A3A1,A8A,St Judes,A
A8A3B1,A8A,Pynn's Brook,A
A8A3L1,A8A,Wiltondale,A
B0A1A0,B0A,Birch Grove,B
B0A1B0,B0A,Cfs Sydney,B
B0A1C0,B0A,Christmas Island,B
B0A1E0,B0A,Dominion,B
B0A1G0,B0A,Donkin,B
B0A1H0,B0A,East Bay,B
B0A1J0,B0A,Eskasoni,B
B0A1K0,B0A,Gabarus,B
B0A1L0,B0A,Iona,B
B0A1M0,B0A,Louisbourg,B
B0A1N0,B0A,Main-A-Dieu,B
B0A1P0,B0A,Marion Bridge,B
B0A1R0,B0A,New Victoria,B
B0A1S0,B0A,North Fourchu,B
B0A1T0,B0A,Port Morien,B
B0A1V0,B0A,Reserve Mines,B
B0A1W0,B0A,Sydney Forks,B
B0C1A0,B0C,Alder Point,B
B0C1A1,B0C,Cape Smokey,B
B0C1B0,B0C,Bras D'Or,B
B0C1C0,B0C,Cape North,B
B0C1E0,B0C,Capstick,B
B0C1G0,B0C,Dingwall,B
B0C1H0,B0C,Englishtown,B
B0C1J0,B0C,Florence,B
B0C1K0,B0C,Ingonish,B
B0C1L0,B0C,Ingonish Beach,B
B0C1M0,B0C,Keltic Lodge,B
B0C1N0,B0C,Neils Harbour,B
B0C1P0,B0C,New Haven,B
B0C1R0,B0C,St Margaret Village,B
B0E1A0,B0E,Arichat,B
B0E1B0,B0E,Baddeck,B
B0E1C0,B0E,Belle Cote,B
B0E1C8,B0E,Inverness,B
B0E1E0,B0E,Belle Marche,B
B0E1G0,B0E,Cap Lemoyne,B
B0E1H0,B0E,Cheticamp,B
B0E1J0,B0E,Cleveland,B
B0E1K0,B0E,D'Escousse,B
B0E1L0,B0E,Grand Etang,B
B0E1M0,B0E,Grand River,B
B0E1P0,B0E,Judique,B
B0E1R0,B0E,La Pointe,B
B0E1S0,B0E,L'Ardoise,B
B0E1T0,B0E,Little Narrows,B
B0E1V0,B0E,Louisdale,B
B0E1W0,B0E,Lower L'Ardoise,B
B0E1X0,B0E,Mabou,B
B0E1Y0,B0E,Margaree,B
B0E1Z0,B0E,Margaree Centre,B
B0E2A0,B0E,Margaree Forks,B
B0E2B0,B0E,Margaree Harbour,B
B0E2C0,B0E,Margaree Valley,B
B0E2E0,B0E,Middle River,B
B0E2G0,B0E,Mulgrave,B
B0E2J0,B0E,North River Bridge,B
B0E2K0,B0E,Orangedale,B
B0E2L0,B0E,Petit De Grat,B
B0E2M0,B0E,Petit Etang,B
B0E2N0,B0E,Plateau,B
B0E2P0,B0E,Pleasant Bay,B
B0E2R0,B0E,Point Cross,B
B0E2S0,B0E,Point Tupper,B
B0E2T0,B0E,Port Hastings,B
B0E2V0,B0E,Port Hawkesbury,B
B0E2W0,B0E,Port Hood,B
B0E2W1,B0E,Strathlorne,B
B0E2X0,B0E,River Bourgeois,B
B0E2Y0,B0E,River Denys,B
B0E2Z0,B0E,Robins,B
B0E3B0,B0E,St Peters,B
B0E3C0,B0E,Sampson Cove,B
B0E3E0,B0E,Scotsville,B
B0E3G0,B0E,South Haven,B
B0E3H0,B0E,South West Margaree,B
B0E3J0,B0E,West Arichat,B
B0E3K0,B0E,West Bay,B
B0E3L0,B0E,West Bay Road,B
B0E3M0,B0E,Whycocomagh,B
B0E3N0,B0E,Wagmatcook,B
B0H1A0,B0H,Afton Station,B
B0H1B0,B0H,Antigonish,B
B0H1C0,B0H,Antigonish University,B
B0H1E0,B0H,Aspen,B
B0H1E2,B0H,Boylston,B
B0H1H0,B0H,Canso,B
B0H1J0,B0H,Cross Roads Country Harbour,B
B0H1K0,B0H,Frankville,B
B0H1L0,B0H,Goldboro,B
B0H1M0,B0H,Goshen,B
B0H1N0,B0H,Guysborough,B
B0H1P0,B0H,Havre Boucher,B
B0H1S0,B0H,Isaacs Harbour,B
B0H1T0,B0H,Larrys River,B
B0H1V0,B0H,Little Dover,B
B0H1W0,B0H,Monastery,B
B0J1A0,B0J,Bickerton West,B
B0J1A1,B0J,Halifax,B
B0J1B0,B0J,Black Point,B
B0J1C0,B0J,Blandford,B
B0J1E0,B0J,Block House,B
B0J1G0,B0J,Boutiliers Point,B
B0J1J0,B0J,Chester,B
B0J1K0,B0J,Chester Basin,B
B0J1L0,B0J,Eastern Passage,B
B0J1M0,B0J,Fishermans Harbour,B
B0J1N0,B0J,Head Of Chezzetcook,B
B0J1P0,B0J,Head Of Jeddore,B
B0J1R0,B0J,Head Of St Margarets Bay,B
B0J1S0,B0J,Herring Cove,B
B0J1T0,B0J,Hubbards,B
B0J1V0,B0J,Italy Cross,B
B0J1W0,B0J,Jeddore Oyster Ponds,B
B0J1X0,B0J,Ketch Harbour,B
B0J1Y0,B0J,Lake Charlotte,B
B0J1Z0,B0J,Lakeside,B
B0J2A0,B0J,Liscomb,B
B0J2B0,B0J,Little Tancook,B
B0J2C0,B0J,Bridgewater,B
B0J2E0,B0J,Mahone Bay,B
B0J2G0,B0J,Marie Joseph,B
B0J2H0,B0J,Mill Village,B
B0J2J0,B0J,Mooseland,B
B0J2K0,B0J,Mosers River,B
B0J2L0,B0J,Musquodoboit Harbour,B
B0J2M0,B0J,New Ross,B
B0J2N0,B0J,Peggys Cove,B
B0J2P0,B0J,Petite-Riviere-Bridge,B
B0J2R0,B0J,Port Dufferin,B
B0J2S0,B0J,Porters Lake,B
B0J2T0,B0J,Port Medway,B
B0J2T3,B0J,Sober Island,B
B0J2V0,B0J,Prospect,B
B0J2W0,B0J,Riverport,B
B0J2X0,B0J,Rose Bay,B
B0J2Y0,B0J,Sambro,B
B0J2Z0,B0J,Seabright,B
B0J3A0,B0J,Shearwater,B
B0J3B0,B0J,Sheet Harbour,B
B0J3C0,B0J,Sherbrooke,B
B0J3G0,B0J,Tancook Island,B
B0J3H0,B0J,Tangier,B
B0J3J0,B0J,Tantallon,B
B0J3K0,B0J,Terence Bay,B
B0J3L0,B0J,West Dover,B
B0J3M0,B0J,Western Shore,B
B0K0A2,B0K,Stellarton,B
B0K1A0,B0K,Barneys River Station,B
B0K1A1,B0K,Pugwash,B
B0K1B0,B0K,Eureka,B
B0K1C0,B0K,Hopewell,B
B0K1E0,B0K,Malagash,B
B0K1G0,B0K,Merigomish,B
B0K1H0,B0K,Pictou,B
B0K1J0,B0K,Pictou Island,B
B0K1K0,B0K,Port Howe,B
B0K1M0,B0K,Pugwash Junction,B
B0K1N0,B0K,River John,B
B0K1P0,B0K,Salt Springs Pictou,B
B0K1R0,B0K,Scotsburn,B
B0K1T0,B0K,Sunnybrae,B
B0K1V0,B0K,Tatamagouche,B
B0K1W0,B0K,Thorburn,B
B0K1X0,B0K,Trenton,B
B0K1X1,B0K,Trenton Kiosk 1,B
B0K1Y0,B0K,Wallace,B
B0K1Z0,B0K,West River Station,B
B0K2A0,B0K,Westville,B
B0L1A0,B0L,Joggins,B
B0L1B0,B0L,Maccan,B
B0L1C0,B0L,Nappan,B
B0L1E0,B0L,Northport,B
B0L1G0,B0L,River Hebert,B
B0L1H0,B0L,River Hebert East,B
B0M1A0,B0M,Advocate Harbour,B
B0M1A1,B0M,Springhill,B
B0M1B0,B0M,Bass River,B
B0M1C0,B0M,Belmont,B
B0M1E0,B0M,Collingwood Corner,B
B0M1G0,B0M,Debert,B
B0M1H0,B0M,Diligent River,B
B0M1J0,B0M,Economy,B
B0M1K0,B0M,Five Islands,B
B0M1L0,B0M,Great Village,B
B0M1M0,B0M,Londonderry,B
B0M1N0,B0M,Lower Five Islands,B
